strategy,pt,net_benefit,net_benefit_treat_all,beats_both
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.32769230769230767,0.04337707019259959,-0.252012718070347,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.32966555183946483,0.04284802414916541,-0.2556982317342771,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.33163879598662205,0.042720444780960536,-0.25940550733837653,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3336120401337792,0.04298508857400668,-0.2631347382007585,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3355852842809364,0.04286867864185779,-0.26688611993607747,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3375585284280936,0.04198040180057181,-0.2706598504897316,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3395317725752508,0.0422707023939968,-0.27445613017268145,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.341505016722408,0.04099156940857014,-0.2782751616968925,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3434782608695652,0.03933949516797765,-0.2821171502114169,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3454515050167224,0.03924308298178235,-0.2859823033391301,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.34742474916387955,0.038737753552865246,-0.2898708312141305,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.34939799331103677,0.038229358844936556,-0.29378294651982295,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.35137123745819393,0.03813812994557435,-0.2977188645276948,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.35334448160535115,0.036923397296814174,-0.3016788031368045,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3553177257525083,0.037271815355915165,-0.3056629829139922,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3572909698996655,0.03564903440607462,-0.30967162713483465,True
"single best (hybrid_dnn(64,)_conv(8, 16)_gbdt100-5-0.05_gbdt_heavy)",0.3592642140468227,0.03514719091923591,-0.3137049618253531,True
